EXT_CMPD_NUMBER,SMILES,Percentage_inhibition_3D7,Percentage_inhibition_DD2,Percentage_inhibition_3D7_PFLDH,XC50_MOD_3D7,XC50_3D7 (microM),Percentage_inhibition_HEPG2
TCMDC-140352,FC(F)(F)c1ccc(-c2nc(cs2)C(=O)NC2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)c(Cl)c1,99,75,-3,,0.826746776,32
TCMDC-140353,Clc1cccc(c1)-c1cc(nn1-c1ccc(Cl)cc1Cl)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,81,25,-5,,1.077300831,53
TCMDC-140354,Clc1cccc(c1)-n1nc(cc1-c1ccccc1Cl)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,95,24,4,,0.850627149,58
TCMDC-140355,Cn1nc(cc1-c1ccc(s1)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1)C(F)(F)F,101,97,-1,,0.56484037,45
TCMDC-140356,FC(F)(F)c1sc(cc1-c1ccccc1)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,100,101,2,,0.167325563,55
TCMDC-140357,Cc1c(cnn1-c1c(Cl)cc(Cl)cc1Cl)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,100,97,4,,0.710643499,53
TCMDC-140358,FC(F)(F)c1oc(cc1C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1)-c1ccccc1Cl,99,7,4,,0.770992558,24
TCMDC-140359,Clc1ccc(\C=C\C(=O)N(Cc2ccccc2)C2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc1Cl,101,59,-6,,0.208524669,37
TCMDC-140360,COc1cc(NCCCNC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)nc2ccccc12,100,100,-1,,0.144190997,96
TCMDC-140361,OC(=O)C(F)(F)F.O=c1cc(NCCCNCc2cn(c3ccccc23)S(=O)(=O)c2ccccc2)[nH]c2ccccc12,91,29,-2,,0.878667752,17
TCMDC-140362,Cc1ccc2cc(NCCCCCCCCON3C(N)=NC(N)=NC33CCCCC3)ccc2n1,92,80,3,,0.163176362,15
TCMDC-140363,CN1CCN(CC1)c1c(C)cnc2cc3CCNc3cc12,102,69,3,,0.778723718,12
TCMDC-140364,COc1ccc(CNCC2CCC(CNCCc3ccccc3)CC2)cc1Cl,100,29,-2,,0.789316263,23
TCMDC-140365,COc1ccc(CNCCCCCNCc2ccc(Cl)c(Cl)c2)cc1Cl,98,43,0,,0.750825661,42
TCMDC-140366,COc1ccc(CNCCCCCCCNCc2ccc(Cl)c(Cl)c2)cc1Cl,90,18,4,,1.221003923,27
TCMDC-140367,Cl.CC[C@H](NC(=O)c1c(CN2CCC(CC2)N2CCCCC2)c(nc2c(Cl)c(O)ccc12)-c1ccccc1)c1ccccc1,101,66,-3,,0.73390454,-1
TCMDC-140368,OC(=O)C(F)(F)F.CN(C)CCCOc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Br)c(C)c2)cc1,97,62,-4,,0.897942767,88
TCMDC-140369,Cl.CC(C)(CN)c1nc(c([nH]1)-c1ccncc1)-c1ccc(Cl)c(O)c1,97,98,0,,0.755797736,34
TCMDC-140370,Brc1cc(Br)cc(c1)C(CNCCc1ccccc1)NCCCNc1cc(=O)c2ccccc2[nH]1,93,53,1,,0.863840203,-2
TCMDC-140371,Brc1cc(Br)cc(c1)C(CNCCCC=C)NCCCNc1cc(=O)c2ccccc2[nH]1,94,19,-1,,0.892991125,-3
TCMDC-140372,CC(C)n1c(CC2CCN(CC3CCN(CC3)C(=O)\C=C\c3ccc(Cl)c(Cl)c3)CC2)nc2ccccc12,101,23,-3,,0.611546595,19
TCMDC-140373,COc1cc(NCCCNC(=O)c2ccc(Cl)c(Cl)c2)nc2ccccc12,99,101,5,,0.136973132,48
TCMDC-140374,CNS(=O)(=O)c1ccc2n(C)c(nc2c1)C1CCN(CC2CCC(CC2)NC(=O)\C=C\c2ccc(Cl)c(Cl)c2)CC1,102,96,-2,,0.66992498,5
TCMDC-140375,Clc1ccccc1-c1c(cnn1-c1ccccc1)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,95,11,-6,,0.182235811,66
TCMDC-140376,COc1ccccc1CNCC(O)c1cc(ccc1C(F)(F)F)C(F)(F)F,101,95,5,,0.944324261,10
TCMDC-140377,OC(=O)C(F)(F)F.Cc1ccc2cc(NC(=O)CCCCCCCON3C(N)=NC(N)=NC33CCCCC3)ccc2n1,98,86,3,,0.09246332,6
TCMDC-140378,Clc1cc(Cl)c2cc([nH]c2c1)C(=O)NCCCNc1ccc2ccccc2n1,100,100,4,,0.603510546,40
TCMDC-140379,OC(=O)c1ccc2N(CCCc3ccccc3)C(=O)CN(C(=O)CNCc3ccc(F)cc3)c2c1,95,-2,2,,0.919144129,1
TCMDC-140380,COc1ccnc(NCCCNCc2cn(c3ccccc23)S(=O)(=O)c2ccccc2)c1,99,18,-2,,0.78994302,57
TCMDC-140381,CC[C@H](NC(=O)c1c(CN2CCC(CC2)N2CCCCC2)c(nc2cc(O)ccc12)-c1ccccc1)c1ccccc1,94,13,2,,1.366399116,15
TCMDC-140382,Cc1cc(C)c2NCCC(=NO)c2c1,94,2,7,,0.944731448,2
TCMDC-140383,Fc1cc(F)c(\C=C\C(=O)N2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc1F,93,3,1,,0.995100922,26
TCMDC-140384,Fc1ccc(\C=C\C(=O)N2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc1C(F)(F)F,98,1,2,,0.917338145,23
TCMDC-140385,Fc1cc(\C=C\C(=O)N2CCC(CN3CCC(CC3)c3c[nH]c4ccccc34)CC2)cc(c1)C(F)(F)F,101,74,3,,0.755924887,32
TCMDC-140386,CCN(CCNC(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cccc(C)c1,98,100,4,,0.803946434,-3
TCMDC-140387,Cl.COc1cc(NCC(CN)Cc2ccc3OCOc3c2)nc2ccccc12,94,6,0,,0.820340993,41
TCMDC-140388,COc1ccc(NC(=O)C=Cc2ccc(Oc3ccccc3Cl)c(c2)N(=O)=O)cc1OCCN(C(C)C)C(C)C,99,97,2,,0.88348759,31
TCMDC-140389,Cl.CC(C)(CNCc1ccccc1)c1nc(c([nH]1)-c1ccncc1)-c1ccc(Cl)c(O)c1,101,99,-2,,0.536604477,77
TCMDC-140390,COc1cc2C(C)CN(C(=O)OC(C)(C)C)c2c(CNCCCNc2cc(=O)c3ccccc3[nH]2)c1,96,87,2,,0.733987468,-5
TCMDC-140391,Cc1sc(CNCCCNc2cc(=O)c3ccccc3[nH]2)cc1Br,100,83,-3,,0.764400345,12
TCMDC-140392,CC(C)(C)OC(=O)n1cc(C2CCN(CCCC34CCCc5cccc(NC3=O)c45)CC2)c2ccncc12,92,-2,-5,,0.876452395,20
TCMDC-140393,Cc1ccccc1CNCC(O)c1cccc(c1)C(F)(F)F,99,77,-4,,0.881015264,5
TCMDC-140394,OC(CNCc1ccccc1OCC=C)c1cccc(c1)C(F)(F)F,99,98,-1,,0.844802149,10
TCMDC-140395,OC(CNCc1ccccc1OC(F)F)c1cccc(c1)C(F)(F)F,97,52,-2,,0.764703256,2
TCMDC-140396,COc1cccc(O)c1CNCC(O)c1cccc(c1)C(F)(F)F,98,96,4,,0.945039421,31
TCMDC-140397,OC(CNCc1ccccc1Oc1ccccc1)c1cccc(c1)C(F)(F)F,104,98,10,,0.712746386,-1
TCMDC-140398,OC(CNCc1ccccc1OCc1ccccc1)c1cc(Br)cs1,97,88,5,,0.721532308,16
TCMDC-140399,Cc1ccc2nc([nH]c2c1)-c1ccc(s1)C(=O)NC1CCN(Cc2ccccc2)CC1,97,83,-5,,1.007394617,13
TCMDC-140400,O=C(NC1CCN(Cc2ccccc2)CC1)C=Cc1ccc(cc1)-c1nc2ccccc2[nH]1,99,88,3,,0.739626542,15
TCMDC-140401,Cc1ccc2nc([nH]c2c1)-c1ccc(C=CC(=O)NC2CCN(Cc3ccccc3)CC2)cc1,101,92,-1,,0.6844386,9
TCMDC-140402,Cc1ccc2nc([nH]c2c1)-c1ccc(C=CC(=O)NCc2ccc(Cl)c(Cl)c2)cc1,96,18,-5,,0.900798565,5
TCMDC-140403,FC(F)(F)c1cccc(CNCCCCCNCc2ccc(Cl)cc2)c1,91,15,-5,,1.026587167,13
TCMDC-140404,CCOc1cc(ccc1-c1nc2cc(Cl)ccc2[nH]1)C(=O)NC1CC(C)(C)NC(C)(C)C1,100,64,4,,0.992,46
TCMDC-140405,CCCCC([C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](C(=O)NC)C(C)(C)C)N(O)C=O,100,97,5,,0.141677183,-6
TCMDC-140406,CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(Cl)cc1)C(=O)Cn1cc(CN(C)C)c(=O)nc1SCc1ccc(F)cc1,99,99,1,,0.748048965,49
TCMDC-140407,N#Cc1ccc(CNCCCCCCCNCc2ccc(cc2)-c2ccccc2)cc1,87,10,3,,0.970317162,19
TCMDC-140408,C[C@H](NC(=O)c1c(CN2CCC(CC2)N2CCCCC2)c(nc2cc(O)ccc12)-c1ccccc1)C1CCCCC1,99,72,0,,0.759033945,77
TCMDC-140409,Cc1cc(CNCC2CCC(CNCCCc3ccccc3)CC2)ccc1O,101,0,7,,0.87121977,25
TCMDC-140410,Cc1cc(CNCCCCCNCc2cccc(c2)N(=O)=O)ccc1O,98,-2,0,,0.784112202,14
TCMDC-140411,Cc1cc(CNCCCCCNCc2ccc(Cl)cc2)ccc1O,98,-1,-7,,0.706163307,12
TCMDC-140412,Cc1cc(CNCCCCCCNCc2ccc(cc2)-c2ccccc2)ccc1O,98,-2,-3,,0.897410943,90
TCMDC-140413,Cc1cc(CNCCCCCCNCc2cccc(c2)N(=O)=O)ccc1O,90,-1,-8,,0.722852324,13
TCMDC-140414,Cc1cc(CNCCCCCCNCc2ccc(Cl)cc2)ccc1O,96,0,-2,,0.822910379,23
TCMDC-140415,Cc1cc(CNCCCCCCCNCc2ccc(cc2)-c2ccccc2)ccc1O,97,6,-2,,0.492885689,49
TCMDC-140416,Cc1cc(CNCCCCCCCNCc2cccc(c2)N(=O)=O)ccc1O,100,-5,-1,,0.637092664,6
TCMDC-140417,Cc1cc(CNCCCCCCCNCc2ccc(Cl)cc2)ccc1O,97,0,-4,,0.975450325,13
TCMDC-140418,Cc1[nH]cnc1-c1cccc(NC(=O)c2cc3ccccc3s2)c1,99,48,-5,,0.210161768,5
TCMDC-140419,CCCO[C@@H]([C@@H](CC1Cc2ccccc2C1)C(=O)NCCC1=CCCCC1)C(=O)OC,93,57,1,,0.969916654,6
TCMDC-140420,NC(=N)Nc1nc(cs1)-c1cccc(NC(=O)CCCCCCCON2C(N)=NC(N)=NC22CCCCC2)c1,96,89,-8,,0.043529131,1
TCMDC-140421,Oc1ccc(C[C@H](NC(=O)Nc2ccc(Oc3ccccc3)cc2)C(=O)NC2CCN(Cc3ccc(O)c(c3)N(=O)=O)C2)cc1,101,-3,2,,1.514012686,-3
TCMDC-140422,Cl.Brc1nc(Br)c(CNCCCNc2cc(=O)c3ccccc3[nH]2)s1,92,44,-2,,0.866323858,1
TCMDC-140423,CCCc1c(cnn1-c1c(Cl)cc(Cl)cc1Cl)C(=O)NC1CCC(CN2CCC(CC2)c2c[nH]c3ccccc23)CC1,100,49,-5,,0.819632217,41
TCMDC-125882,Cl.CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,99,74,0,,0.20257627,98
TCMDC-140424,Cc1cc2nc([nH]c2cc1C)-c1cccc(c1)C(=O)NC1CCN(Cc2ccccc2)CC1,101,13,2,,0.8275564,32
TCMDC-140425,Clc1ccc2nc([nH]c2c1)-c1cccc(c1)C(=O)NC1CCN(Cc2ccccc2)CC1,98,-1,-3,,0.863815653,6
TCMDC-140426,COC(=O)c1ccc2nc([nH]c2c1)-c1ccc(s1)C(=O)NC1CCN(Cc2ccccc2)CC1,99,71,-4,,0.688331782,-7
TCMDC-140427,COC(=O)c1ccc2nc([nH]c2c1)-c1cc(OC)c(O)c(c1)C(=O)NC1CCN(Cc2ccccc2)CC1,85,-2,0,,1.181505722,8
TCMDC-140428,Cc1cc2nc([nH]c2cc1C)-c1ccc(cc1)C(=O)NC1CCN(Cc2ccccc2)CC1,93,99,-5,,0.743443962,-6
TCMDC-140429,Cc1cc2nc([nH]c2cc1C)-c1ccc(cc1)C(=O)NCCCc1ccccc1,91,5,-2,,1.176183808,7
TCMDC-140430,Cc1cc2nc([nH]c2cc1C)-c1ccc(cc1)C(=O)NCc1ccc(Cl)c(Cl)c1,96,83,1,,0.828064176,6
TCMDC-140431,Cc1cc2nc([nH]c2cc1C)-c1ccc(cc1)C(=O)NCc1cccc(c1)C(F)(F)F,98,34,-9,,0.806776632,4
TCMDC-140432,Cc1cc2nc([nH]c2cc1C)-c1ccc(cc1)C(=O)NCc1cccc(F)c1,91,6,-5,,0.962136753,-5
TCMDC-140433,Cc1cc2nc([nH]c2cc1C)-c1ccc(cc1)C(=O)NCc1ccc(cc1)C(C)(C)C,101,59,-3,,0.772014403,3
TCMDC-140434,Cc1cc2nc([nH]c2cc1C)-c1ccc(\C=C\C(=O)NC2CCN(Cc3ccccc3)CC2)cc1,98,89,-2,,0.587766461,18
TCMDC-140435,Cc1cc2nc([nH]c2cc1C)-c1ccc(cc1)\C=C\C(=O)NC1CCCCC1,93,10,2,,1.009285886,9
TCMDC-140436,Cc1cc2nc([nH]c2cc1C)-c1ccc(\C=C\C(=O)NCCCc2ccccc2)cc1,96,13,-4,,0.955122226,15
TCMDC-140437,Cc1cc2nc([nH]c2cc1C)-c1ccc(cc1)\C=C\C(=O)NCc1ccc(Cl)c(Cl)c1,98,83,-1,,0.824377627,32
TCMDC-140438,Cc1cc2nc([nH]c2cc1C)-c1ccc(\C=C\C(=O)NCCc2ccccc2)cc1,98,13,1,,0.779488325,3
TCMDC-140439,Cc1cc2nc([nH]c2cc1C)-c1ccc(OCC(=O)NCc2cccc(c2)C(F)(F)F)cc1,94,1,-4,,0.98819437,4
TCMDC-140440,Cc1cc2nc([nH]c2cc1C)-c1ccc(OCC(=O)NCc2ccc(cc2)C(C)(C)C)cc1,94,0,2,,1.060099166,11
TCMDC-140441,Clc1ccc2nc([nH]c2c1)-c1ccc(cc1)C(=O)NCc1ccc(Cl)c(Cl)c1,96,22,-6,,0.904823146,20
TCMDC-140442,CC(C)(C)c1ccc(CNC(=O)c2ccc(cc2)-c2nc3ccc(Cl)cc3[nH]2)cc1,93,2,-2,,0.818714054,14
TCMDC-140443,Clc1ccc2nc([nH]c2c1)-c1ccc(\C=C\C(=O)NC2CCN(Cc3ccccc3)CC2)cc1,100,92,0,,0.610018738,3
TCMDC-140444,Fc1cccc(CNC(=O)\C=C\c2ccc(cc2)-c2nc3ccc(Cl)cc3[nH]2)c1,99,68,2,,0.639970603,1
TCMDC-140445,COC(=O)c1ccc2nc([nH]c2c1)-c1ccc(cc1)C(=O)NCc1ccc(Cl)c(Cl)c1,95,3,-2,,0.851848494,1
TCMDC-140446,COC(=O)c1ccc2nc([nH]c2c1)-c1ccc(\C=C\C(=O)NC2CCN(Cc3ccccc3)CC2)cc1,100,88,-5,,0.710854346,12
TCMDC-140447,COC(=O)c1ccc2nc([nH]c2c1)-c1ccc(\C=C\C(=O)NCc2ccc(Cl)c(Cl)c2)cc1,81,3,-3,,1.340218805,13
TCMDC-140448,Fc1ccc2nc([nH]c2c1)-c1ccc(cc1)C(=O)NCc1ccc(Cl)c(Cl)c1,93,9,1,,1.027275626,0
TCMDC-140449,Cc1ccc2nc([nH]c2c1C)-c1ccc(cc1)C(=O)NC1CCN(Cc2ccccc2)CC1,102,46,-2,,0.728833664,22
TCMDC-140450,Cc1ccc2nc([nH]c2c1C)-c1ccc(cc1)C(=O)NCc1ccc(Cl)c(Cl)c1,96,26,5,,0.789739654,19
TCMDC-140451,Cc1ccc2nc([nH]c2c1C)-c1ccc(\C=C\C(=O)NC2CCN(Cc3ccccc3)CC2)cc1,101,92,4,,0.632166255,22
TCMDC-140452,Fc1cc2nc([nH]c2cc1F)-c1ccc(s1)C(=O)NC1CCN(Cc2ccccc2)CC1,101,97,1,,0.834855964,6
TCMDC-140453,CC(C)(C)c1ccc2[nH]c(nc2c1)-c1ccc(cc1)C(=O)NCCCc1ccccc1,95,14,5,,0.801264842,11
TCMDC-140454,CC(C)(C)c1ccc2[nH]c(nc2c1)-c1ccc(cc1)C(=O)NCc1cccc(c1)C(F)(F)F,98,26,-1,,0.733012662,9
TCMDC-140455,CC(C)(C)c1ccc(CNC(=O)c2ccc(cc2)-c2nc3cc(ccc3[nH]2)C(C)(C)C)cc1,96,49,3,,0.839885568,21
TCMDC-140456,CC(C)(C)c1ccc2[nH]c(nc2c1)-c1ccc(\C=C\C(=O)NC2CCN(Cc3ccccc3)CC2)cc1,101,96,-2,,0.589210725,45
TCMDC-140457,CC(C)(C)c1ccc2[nH]c(nc2c1)-c1ccc(cc1)\C=C\C(=O)NCc1ccc(Cl)c(Cl)c1,97,17,0,,0.035432221,41
TCMDC-140458,CC(C)(C)c1ccc2[nH]c(nc2c1)-c1ccc(\C=C\C(=O)NCc2cccc(c2)C(F)(F)F)cc1,93,11,-16,,0.985799039,31
TCMDC-140459,CC(C)(C)c1ccc(CNC(=O)\C=C\c2ccc(cc2)-c2nc3cc(ccc3[nH]2)C(C)(C)C)cc1,100,66,-2,,0.544777869,35
TCMDC-140460,Fc1cc2nc([nH]c2cc1F)-c1ccc(cc1)C(=O)NCc1ccc(Cl)c(Cl)c1,81,12,-2,,1.051538895,-2
TCMDC-140461,Fc1cc2nc([nH]c2cc1F)-c1ccc(cc1)C(=O)NCc1cccc(c1)C(F)(F)F,97,7,4,,0.776449408,-1
TCMDC-140462,Fc1cc2nc([nH]c2cc1F)-c1ccc(cc1)\C=C\C(=O)NCc1ccc(Cl)c(Cl)c1,100,24,4,,0.938353553,14
TCMDC-140463,Cc1[nH]c2ccccc2c1C1=CCN(CCCCCC23CCCc4cccc(NC2=O)c34)CC1,94,91,5,,0.253022899,11
TCMDC-140464,FC(F)(F)c1ccc2c(c[nH]c2c1)C1CCN(CCCC23CCCc4cccc(NC2=O)c34)CC1,89,37,-2,,0.960878923,91
TCMDC-140465,FC(F)(F)c1ccc2c(c[nH]c2c1)C1CCN(CCCCC23CCCc4cccc(NC2=O)c34)CC1,99,79,3,,0.715417238,99
TCMDC-140466,Cl.CN(C)C(=O)CCCn1c(CNCCCNc2cc(=O)c3ccccc3[nH]2)cc2c(Cl)cc(Cl)cc12,89,-4,-1,,1.185626335,1
TCMDC-140467,OC(=O)C(F)(F)F.NCc1cccc(c1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1,94,4,-2,,0.770379431,-3
TCMDC-140468,OC(=O)C(F)(F)F.NCc1ccc(cc1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1,94,3,-2,,0.765060051,20
TCMDC-140469,OC(=O)C(F)(F)F.CC(C)CNCc1cccc(c1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1,100,39,-6,,0.579242611,25
TCMDC-140470,OC(=O)C(F)(F)F.CC(C)CNCc1ccc(cc1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1,101,41,-3,,0.565417671,28
TCMDC-140471,OC(=O)C(F)(F)F.COCCNCc1ccc(cc1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1,97,28,-1,,0.975158481,17
TCMDC-140472,OC(=O)C(F)(F)F.C(NC1CCCC1)c1cccc(c1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1,101,59,6,,0.717978673,35
TCMDC-140473,OC(=O)C(F)(F)F.C(NC1CCCC1)c1ccc(cc1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1,102,33,1,,0.912,38
TCMDC-140474,OC(=O)C(F)(F)F.C(NCc1cccc(c1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1)c1ccc2OCOc2c1,102,69,4,,0.572908478,37
TCMDC-140475,OC(=O)C(F)(F)F.C(NCc1ccc2OCOc2c1)c1ccc(cc1)-c1ccccc1CNC1CCN(Cc2ccccc2)CC1,102,49,3,,0.326184449,26
TCMDC-140476,OC(=O)C(F)(F)F.CN1CCN(CCCNCc2ccccc2-c2cccc(CNCc3ccc4OCOc4c3)c2)CC1,102,7,-1,,0.793221897,34
TCMDC-140477,OC(=O)C(F)(F)F.NCc1cccc(c1)-c1cccc(CNC2CCN(Cc3ccccc3)CC2)c1,100,45,2,,0.718626566,9
TCMDC-140478,OC(=O)C(F)(F)F.NCc1ccc(cc1)-c1cccc(CNC2CCN(Cc3ccccc3)CC2)c1,100,50,-7,,0.672498381,24
TCMDC-140479,OC(=O)C(F)(F)F.CC(C)CNCc1cccc(c1)-c1cccc(CNC2CCN(Cc3ccccc3)CC2)c1,102,99,-2,,0.183049592,32
TCMDC-140480,OC(=O)C(F)(F)F.CC(C)CNCc1ccc(cc1)-c1cccc(CNC2CCN(Cc3ccccc3)CC2)c1,101,100,-9,,0.239331623,34
TCMDC-140481,OC(=O)C(F)(F)F.COCCNCc1cccc(c1)-c1cccc(CNC2CCN(Cc3ccccc3)CC2)c1,101,99,-4,,0.283251098,28
TCMDC-140482,OC(=O)C(F)(F)F.COCCNCc1ccc(cc1)-c1cccc(CNC2CCN(Cc3ccccc3)CC2)c1,100,101,0,,0.332571815,30
TCMDC-140483,OC(=O)C(F)(F)F.CC(C)CNCc1cccc(c1)-c1cccc(CNCCCN2CCN(C)CC2)c1,88,7,1,,1.182386254,5
TCMDC-140484,OC(=O)C(F)(F)F.COCCNCc1ccc(cc1)-c1cccc(CNc2ccc(OC)cc2)c1,94,2,-1,,1.036872234,16
TCMDC-140485,OC(=O)C(F)(F)F.COc1ccc(NCc2cccc(c2)-c2cccc(CNCCc3ccccc3)c2)cc1,96,14,0,,1.051386439,41
TCMDC-140486,OC(=O)C(F)(F)F.NCc1cccc(c1)-c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,95,3,0,,1.695069352,2
TCMDC-140487,OC(=O)C(F)(F)F.CC(C)CNCc1cccc(c1)-c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,100,99,3,,0.271171025,44
TCMDC-140488,OC(=O)C(F)(F)F.CC(C)CNCc1ccc(cc1)-c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,100,96,4,,0.558228307,16
TCMDC-140489,OC(=O)C(F)(F)F.COCCNCc1cccc(c1)-c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,100,97,-7,,0.508189499,34
TCMDC-140490,OC(=O)C(F)(F)F.COCCNCc1ccc(cc1)-c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,100,61,-4,,0.668917287,22
TCMDC-140491,OC(=O)C(F)(F)F.C(NC1CCCC1)c1cccc(c1)-c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,101,100,-8,,0.338971155,55
TCMDC-140492,OC(=O)C(F)(F)F.C(NC1CCCC1)c1ccc(cc1)-c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,101,98,-4,,0.293747551,24
TCMDC-140493,OC(=O)C(F)(F)F.COc1cccc(CCNCc2ccc(cc2)-c2cccc(CNC3CCCC3)c2)c1,101,45,-4,,0.733951384,14
TCMDC-140494,OC(=O)C(O)=O.COc1ccc2nccc([C@@H](O)CN3CCC(CO)(CC3)NCc3cc4ccccc4o3)c2c1,85,7,-1,,1.374188864,12
TCMDC-140495,OC(=O)C(F)(F)F.Clc1cc(Cl)c2cc(CNCCCNc3ccc4ccccc4n3)[nH]c2c1,99,54,3,,0.339477203,98
TCMDC-140496,COc1cc(NCC(C)CNCc2cn(Cc3ccccc3)c3ccccc23)nc2ccccc12,90,55,-6,,0.63300414,21
TCMDC-140497,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC1CCN(Cc2ccc(OCCCN(C)C)cc2)C1,99,64,4,,0.764052843,27
TCMDC-140498,OC(CNCc1ccccc1OCC=C)c1cc(Br)cs1,93,72,-4,,0.331775709,25
TCMDC-140499,OC(=O)C(F)(F)F.NC(=N)Nc1nc(cs1)-c1cccc(NCCCCCCCCON2C(N)=NC(N)=NC22CCCCC2)c1,97,42,-2,,0.226203529,3
TCMDC-140500,COc1cc(CN2CCC(C2)NC(=O)[C@H](Cc2ccccc2)NC(=O)Nc2ccc(Oc3ccccc3)cc2)ccc1O,92,-2,6,,0.810265556,10
TCMDC-140501,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccccc2)C(=O)NC2CCN(Cc3ccc(OCCCN(C)C)cc3)C2)cc1,91,8,0,,0.702122041,5
TCMDC-140502,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccccc2)C(=O)NC2CCN(Cc3ccc(O)cc3)C2)cc1,95,2,-6,,0.62798392,7
TCMDC-140503,CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccccc2)C(=O)NC2CCN(Cc3ccc(O)c(OC)c3)C2)cc1,88,0,-2,,0.98928405,-1
TCMDC-140504,O=C1Nc2cccc3CCCC1(CCCCCN1CCC(CC1)c1c[nH]c4ccncc14)c23,95,3,6,,0.990029701,8
TCMDC-140505,COc1cc(NC2CCCC(C2)NCc2cn(c3ccccc23)S(=O)(=O)c2ccccc2)nc2ccccc12,100,61,2,,0.248125732,4
TCMDC-140506,O=C1Nc2cccc3CCCC1(CCCCN1CCC(=CC1)c1c[nH]c4ncccc14)c23,92,80,-5,,0.395413673,11
TCMDC-140507,OC(=O)C(O)=O.COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCCOc3cccc(c3)C(F)(F)F)c2c1,102,74,3,,0.158641657,16
TCMDC-140508,Cl.FC(F)(F)c1cc(CNCCCNc2nc3ccncc3[nH]2)ccc1Cl,99,15,2,,1.010319025,11
TCMDC-140509,CCCc1c(Cl)cc(CNCCCNc2nc3ccncc3[nH]2)cc1Cl,98,-5,-5,,0.743975353,23
TCMDC-140510,OC(=O)C(O)=O.COc1ccc2nccc([C@@H](O)CN3CCC(CC3)NCCOc3cc(F)cc(F)c3)c2c1,101,86,-3,,0.155230629,10
TCMDC-140511,OC(=O)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)c1cccc(c1)-c1ccc(Cl)c(Cl)c1)C(O)=O,84,0,0,,0.862928145,-1
TCMDC-140512,Cl.Cc1c(CNCCCNc2nc3ccncc3[nH]2)sc(Br)c1Br,87,1,3,,1.042020564,-10
TCMDC-140513,Cc1cc2nc([nH]c2cc1C)-c1ccc(s1)C(=O)NC1CCN(Cc2ccccc2)CC1,99,82,1,,0.770786159,33
TCMDC-140514,CC(C)(C)c1ccc2[nH]c(nc2c1)-c1ccc(s1)C(=O)NC1CCN(Cc2ccccc2)CC1,91,42,0,,0.358811915,24
TCMDC-140515,CN(Cc1ccc(NC(=O)CCC2CCN(CC2)C(=O)\C=C\c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1,94,2,0,,1.728345077,10
TCMDC-140516,c1c(oc2c(cccc12)-c1nc2cnccc2[nH]1)-c1ccccc1,100,95,-6,,0.114916055,37
TCMDC-140517,OC(=O)C(F)(F)F.Nc1nc(N)nc(NCCCCCCCCON2C(N)=NC(N)=NC22CCCCC2)n1,96,99,-5,,0.059787395,44
TCMDC-140518,OC(=O)C(F)(F)F.COc1cc(NCCCNCC2c3ccccc3Oc3ccccc23)nc2ccccc12,99,66,-9,,0.331187104,99
